440338729215860736	21327323	0	4	lang1
440338729215860736	21327323	5	9	other
440338729215860736	21327323	10	13	lang1
440338729215860736	21327323	15	15	lang1
440338729215860736	21327323	17	20	lang1
440338729215860736	21327323	21	27	other
440338729215860736	21327323	28	32	lang1
440338729215860736	21327323	34	38	lang1
440328583051870208	21327323	0	9	lang1
440328583051870208	21327323	11	11	lang1
440328583051870208	21327323	13	16	lang1
440328583051870208	21327323	18	18	lang1
440328583051870208	21327323	20	24	lang1
440328583051870208	21327323	26	27	lang1
440328583051870208	21327323	29	36	lang1
440295872622903296	270181505	0	3	lang1
440295872622903296	270181505	5	6	lang2
440295872622903296	270181505	8	10	lang1
440295872622903296	270181505	12	13	lang1
440295872622903296	270181505	15	17	lang1
440295872622903296	270181505	19	20	lang1
440299557725814784	418322879	0	1	lang1
440299557725814784	418322879	3	12	lang2
440299557725814784	418322879	14	16	lang2
440299557725814784	418322879	18	19	lang1
440299557725814784	418322879	21	26	lang2
440299557725814784	418322879	27	27	lang1
440299557725814784	418322879	29	30	lang2
440299557725814784	418322879	32	33	lang2
440299557725814784	418322879	35	40	lang2
440299557725814784	418322879	42	44	lang2
440299557725814784	418322879	46	47	lang2
440299557725814784	418322879	49	50	lang2
440299557725814784	418322879	52	54	lang2
440299557725814784	418322879	56	62	lang1
439643191923322881	418322879	0	12	lang1
439643191923322881	418322879	14	15	lang1
439643191923322881	418322879	17	19	lang1
439643191923322881	418322879	21	24	lang1
439643191923322881	418322879	26	29	lang1
439643191923322881	418322879	31	31	lang1
439643191923322881	418322879	33	39	lang1
439643191923322881	418322879	41	50	lang2
439643191923322881	418322879	52	53	lang1
439643191923322881	418322879	55	62	lang2
439643191923322881	418322879	63	65	lang1
439640270477340672	418322879	0	4	lang1
439640270477340672	418322879	6	11	lang1
439640270477340672	418322879	13	16	lang1
439640270477340672	418322879	18	21	lang2
439640270477340672	418322879	22	23	lang1
439640270477340672	418322879	25	29	lang1
439640270477340672	418322879	31	32	lang1
439640270477340672	418322879	34	38	lang1
439640270477340672	418322879	39	39	lang1
439640270477340672	418322879	41	44	lang2
439640270477340672	418322879	46	49	lang1
439640270477340672	418322879	51	53	lang1
439640270477340672	418322879	55	58	lang1
439640270477340672	418322879	60	63	lang1
439640270477340672	418322879	65	66	lang1
439640270477340672	418322879	68	77	lang1
439640270477340672	418322879	79	97	lang1
439514202370088961	418322879	0	3	BadTweet
439514202370088961	418322879	5	8	BadTweet
439514202370088961	418322879	10	10	BadTweet
439514202370088961	418322879	12	15	BadTweet
439514202370088961	418322879	17	18	BadTweet
439514202370088961	418322879	20	22	BadTweet
439514202370088961	418322879	24	26	BadTweet
